met_id	pat1_Control	pat2_Control	pat3_Control	pat30_Control	pat31_Control	pat32_Control	pat33_Control	pat34_Control	pat35_Control	pat36_Control	pat4_Control	pat5_Control	pat58_Control	pat59_Control	pat6_Control	pat60_Control	pat61_Control	pat63_Control	pat64_Control	pat65_Control	pat66_Control	pat8_Control	pat62_Control	pat7_Control	pat68_AKT1-high	pat75_AKT1-high	pat78_AKT1-high	pat79_AKT1-high	pat80_AKT1-high	pat82_AKT1-high	pat85_AKT1-high	pat12_AKT1-high	pat14_AKT1-high	pat17_AKT1-high	pat20_AKT1-high	pat22_AKT1-high	pat24_AKT1-high	pat26_AKT1-high	pat40_AKT1-high	pat41_AKT1-high	pat44_AKT1-high	pat47_AKT1-high	pat49_AKT1-high	pat54_AKT1-high	pat57_AKT1-high	BIOCHEMICAL	SUPER_PATHWAY	SUB_PATHWAY	METABOLON_ID	PLATFORM	KEGG_ID	HMDB_ID
met256	32123.14	946923.86	245253.19	232996.28	289395.33	177200.2	269452.5	348143.7	277702.11	58666.89	191912	207103.61	314215.01	190298.62	253834.54	322670.71	289853.25	188998.12	271384.56	367685.44	142635.98	300523.98	465342.09	231701.5	425771.77	339709.11	212061.99	246045.93	315788.39	238893.71	246790.96	347670.76	240441.63	366746.16	457731.12	394846.58	820006.88	62156.12	247453.63	248554.96	252732.82	669754.8	458735.91	159932.91	360992.22	propionylcarnitine	Lipid	Fatty acid metabolism (also BCAA metabolism)	32452	LC/MS pos	C03017	HMDB00824
met257	NA	20648.34	43922.69	NA	56725.54	117520.76	59022.58	49323.14	86367.74	34708.64	47733.4	44358.53	58850.55	18471.57	31665.64	98423.74	53336.61	39067.86	45497.59	36220.04	40901.37	60138.58	60787.76	32291.68	12928.47	75120.37	23199.66	53569.22	48893.45	55560.97	11897.35	87197.63	57392.74	55546.03	73141.73	41580.41	66860.72	NA	51869.96	43701.11	43332.25	49842.14	41182.95	NA	33307.42	pseudouridine	Nucleotide	Pyrimidine metabolism, uracil containing	33442	LC/MS neg	C02067	HMDB00767
met258	529874.1	279882.49	1474312.4	2017997.3	48909.66	38310.23	11586242.23	4816475.39	4579560.2	279345.52	11995733.85	2223671.31	21054611.99	164668.1	4366559.09	2243592.62	1982726.81	5215031.23	16469595.32	2432572.65	8715893.71	2667027.38	19090704.38	47792084.45	4428069.94	2773637.6	1595575.69	7923136.35	371533.37	34957.08	743042.69	1360911.33	4857470.73	11531825.88	25596105.35	1064379.63	12004151.98	1432264.36	12507392.86	907807.03	2446989.09	1661503.71	4410417.24	4574140.74	886612.13	putrescine	Amino acid	Polyamine metabolism	1408	GC/MS	C00134	HMDB01414
met259	NA	NA	NA	NA	NA	NA	NA	NA	31178.03	NA	NA	NA	NA	NA	NA	18018.42	NA	NA	NA	NA	NA	25807.81	NA	NA	NA	24577.65	NA	NA	NA	NA	NA	19824.66	NA	NA	23893.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	pyridoxate	Cofactors and vitamins	Vitamin B6 metabolism	31555	LC/MS neg	C00847	HMDB00017
met260	35950.83	19460.59	114656.88	23843.25	110013.64	44177.35	64691.28	45409	174377.66	35849.83	108224.52	310835.2	146016.23	14290.88	84246.42	91123.27	22195.98	93821.02	15147.01	89254.38	85808.49	29836.9	69766.61	19130.99	38743.85	76298.44	44937.18	33506.85	23565.77	63081.97	29521.03	64575.75	259248	13760.9	104358.64	114956.66	84933.29	21359.29	NA	74304.96	78001.33	86389.22	111518.15	36343.96	26750.19	pyroglutamine*	Amino acid	Glutamate metabolism	32672	LC/MS pos	NA	NA
met261	NA	NA	21960.87	NA	NA	NA	NA	20718.54	NA	NA	NA	NA	NA	NA	NA	15636.35	NA	NA	NA	NA	NA	NA	29585.92	NA	NA	NA	27449.28	NA	NA	NA	NA	NA	NA	47878.16	NA	23119.94	NA	NA	NA	NA	NA	NA	NA	NA	NA	pyroglutamylvaline	Peptide	Dipeptide	32394	LC/MS neg	NA	NA
met262	16644.04	NA	50706.02	NA	36315.59	NA	51698.18	58745.44	85052.4	21509.79	40210.69	61569.7	63693.62	NA	43896.88	44672.72	NA	31050.31	44738.28	50633.35	NA	30563.98	NA	49892.45	16482.26	NA	23552.41	51710.09	NA	NA	NA	42690.36	50232.25	117082.03	64344.15	82367.13	43260.07	15266.32	47724.21	23543.58	32369.6	47955.57	24789.69	21354.84	43883.68	pyruvate	Carbohydrate	Glycolysis, gluconeogenesis, pyruvate metabolism	599	GC/MS	C00022	HMDB00243
met263	NA	9761.976	154125.412	NA	NA	145181.622	234821.708	46905.629	125910.016	NA	281528.386	20739.308	15070.718	NA	NA	NA	NA	NA	83130.249	84935.996	30537.98	41929.374	NA	35540.526	67236.702	NA	42377.069	NA	78418.569	NA	NA	120383.473	23599.442	NA	46790.42	NA	90369.399	NA	NA	NA	NA	36714.509	46675.211	NA	NA	quinate	Xenobiotics	Food component/Plant	18335	GC/MS	C00296	HMDB03072
met264	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	quinolinate	Cofactors and vitamins	Nicotinate and nicotinamide metabolism	1899	LC/MS neg	C03722	HMDB00232
met265	NA	NA	105785.27	100437.94	60650.05	37800.27	100356.37	NA	70541.15	105098.55	69434.45	89018.41	91863.25	37251.8	68416.04	100874.58	45493.73	NA	89422.75	90123.37	52343.15	65394.65	181304.54	88403.09	108050.72	NA	NA	NA	119172.5	46052.56	NA	244119.13	112242.3	144187.8	78318.32	89950.3	147564.39	43282.47	93978.68	134784.99	26702.84	249102.93	129123.93	51836.33	340097.97	ribitol	Carbohydrate	Nucleotide sugars, pentose metabolism	15772	GC/MS	C00474	HMDB00508
met266	NA	57387.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18475.11	NA	NA	NA	NA	NA	16437.72	NA	NA	36449.22	NA	20236.08	57311.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	riboflavin (Vitamin B2)	Cofactors and vitamins	Riboflavin metabolism	1827	LC/MS pos	C00255	HMDB00244
met267	144326.27	293184.96	546739.35	477188.2	121270.86	52084.24	496900.3	397928.54	634307.1	1004670.4	542188.98	530522.31	924587.61	358205.34	365614.45	683530.03	105579.1	270003.75	499502.56	802388.11	246771.33	281075.36	610150.32	589847.2	563386.04	348902.91	531877.78	612221.7	279400.45	NA	294036.66	450928.7	393406.07	983953.99	953955.82	655924.16	637382.85	115984.26	736337.92	314035.35	145765.69	718473.68	762967.61	320498.86	1827038.06	ribose	Carbohydrate	Nucleotide sugars, pentose metabolism	12083	GC/MS	C00121	HMDB00283
met268	NA	71440.936	NA	58694.096	NA	NA	16819.49	16066.206	38757.419	55774.267	40038.682	57318.219	56673.123	NA	15513.801	NA	NA	NA	NA	34524.761	NA	19586.598	NA	24905.004	32733.007	35786.049	NA	33281.349	NA	NA	NA	NA	32822.821	32294.426	58752.129	46552.585	54447.365	NA	35162.854	NA	18224.007	28084.034	NA	NA	48809.871	ribulose	Carbohydrate	Nucleotide sugars, pentose metabolism	35855	GC/MS	C00309	HMDB00621,HMDB03371
met269	42664.45	252421.93	205895.05	258929.39	387191.88	225599.56	246685.5	184695.72	220433.67	109522.89	210848.92	252312.25	246701.97	148598.13	386806.41	319697.97	194482.03	150179.06	215208.04	328678.3	203469.4	203453.6	289731.18	169494.77	346606.24	250447.53	237000.86	325888.71	360097.12	198694.8	159448.66	341311.44	288219.81	250447.53	218222.45	292755.07	351850.04	32466.16	254209.56	315399.19	222462.91	409216.02	226834.49	127159.94	361614.85	S-adenosylhomocysteine (SAH)	Amino acid	Cysteine, methionine, SAM, taurine metabolism	15948	LC/MS pos	C00021	HMDB00939
met270	72484.07	53104.41	61800.17	34029.35	28363.5	13887.44	45630.31	46022.22	46176.68	76480.57	62182.84	79864.52	80851.86	73215.48	71527.49	55699.94	37880.78	46958.29	91598.94	81480.25	49436.46	79471.76	85232.99	75724.9	51634.31	68215.89	114765.55	61621.75	58215.79	47243.69	194193.43	61257.12	44240.23	152868.28	51439.95	60073.11	118325.36	73246.27	78133.9	52570.6	35607.94	69420.77	78097.91	94840.84	116804.48	saccharopine	Amino acid	Lysine metabolism	1495	LC/MS pos	C00449	HMDB00279
met271	NA	NA	67798.94	66190.61	NA	NA	96053.08	70714.3	NA	57056.73	96884.88	93165.66	NA	NA	84010.66	51483.41	137526.2	NA	NA	NA	88752.75	NA	104939.05	108852.63	116941.87	NA	NA	58630.9	120440.34	69212.88	78044.68	90738.38	65749.6	96972.96	84146.93	55562.41	79002.51	NA	88016.97	69146.78	83264.29	74905.82	133578.23	73695.05	198913.57	sarcosine (N-Methylglycine)	Amino acid	Glycine, serine and threonine metabolism	1516	GC/MS	C00213	HMDB00271
met272	710762.617	675588.091	3460578.936	1323773.959	2827404.14	2213547.028	1239435.346	1627880.804	3081626.99	1682258.418	3880218.915	824421.163	3951743.672	1074062.006	3360134.046	1295787.37	2556421.063	4043408.363	2720442.099	3247551.92	3129155.515	1652461.4	2118081.037	2030365.508	1190114.021	3716253.572	1247963.451	6980944.604	5896393.123	1124269.483	2262121.825	935120.031	488070.984	2605395.115	2748126.521	2319647.964	4356471.274	812505.993	5755330.329	1603000.015	2086196.802	4646382.598	4446866.505	985262.985	5071600.191	scyllo-inositol	Lipid	Inositol metabolism	32379	GC/MS	C06153	HMDB06088
met273	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	sebacate (decanedioate)	Lipid	Fatty acid, dicarboxylate	32398	LC/MS neg	C08277	HMDB00792
met274	1298388.5	9399765.2	6990200.9	8703156.8	3418070.4	3497276.2	6676761.4	6197513	9889278.3	18525826.3	7594984.4	6336692.9	9784419.4	7975956.1	4828152.3	9843172.7	4792059.3	3987244.7	8142189.5	7954523.3	5049693	6250198.7	7669837.8	8989022.1	9081575.8	5743186.5	6944293.1	8994723.1	8765305.4	3985772.3	4602339.2	10241716.3	7864071.8	13700742.8	8457264.5	8146944.2	12086287.6	1492618.4	8832893.5	6949859	5734942.6	7939929.1	9688343.8	3492198.7	10855132.3	serine	Amino acid	Glycine, serine and threonine metabolism	1648	GC/MS	C00065	HMDB03406
met275	NA	NA	NA	NA	182770.77	NA	245442.54	49294.46	237706.85	NA	229510.85	103218.89	132270.34	NA	100036.42	NA	NA	110482.15	102057.03	NA	88111.7	NA	303923.48	101896.6	54946.19	97866.77	65577.39	NA	NA	874669.48	49554.78	30604.21	79734.54	148971.82	92385.39	145881.87	292805.79	NA	50858.19	NA	NA	90251.51	126841.71	44715.43	NA	serotonin (5HT)	Amino acid	Tryptophan metabolism	2342	GC/MS	C00780	HMDB00259
met276	NA	NA	31460.26	NA	39781.99	35093.57	38595.29	NA	49348.81	NA	27698.56	26417.08	129682.27	NA	20212.85	55873.32	38992.69	NA	NA	46551.9	NA	32866.94	74451.96	60655.59	73316.06	33601.46	83335.8	NA	20384.35	41330.81	30797.23	29956.8	39077.94	223456.68	38624.83	55122.82	42036.83	NA	34886.59	35876.92	NA	52883.43	133983.31	NA	NA	sorbitol	Carbohydrate	Fructose, mannose, galactose, starch, and sucrose metabolism	15053	GC/MS	C00794	HMDB00247
met277	106647.51	155419.69	997336.33	640957.74	92331.38	69072.76	1852814.13	1523834.77	840261.8	274522.48	1170491.52	541061.32	1832752.06	116528.51	1783269.08	1116120.57	386536.21	1723469.25	1673807	891547.63	1166335.78	581955.78	2529511	1765867.14	1072601.69	401833.01	1008280.62	2215249.83	477485.86	57318.43	562788.3	800537.29	1008280.62	2004911.49	1626690.74	4857303.57	1794689.13	174883.32	1602752.89	308136.22	378283.4	1123720.09	2411511.92	609076.9	300352.63	spermidine	Amino acid	Polyamine metabolism	485	LC/MS pos	C00315	HMDB01257
met278	884848.08	574112.09	17133975.61	5885637.52	25522.58	NA	24859499.86	17477663.48	6959791.16	7537777.41	8943341.86	3700789.32	12418401.7	350439.98	18171912.21	7216984.09	2158498.09	10672426.42	9323779.45	12529986.7	9273726.33	6645658.44	16705101.87	15840511.96	10063928.26	1221003.16	10093856.67	18790043.93	633566.36	14897.01	1998857.44	3308599.32	5051553.83	25786844.6	12236512.49	16563045.05	8920019.12	54431.95	13221703.06	95268.3	906847.86	2912889.4	17975274.82	3934462.24	2692376.62	spermine	Amino acid	Polyamine metabolism	603	LC/MS pos	C00750	HMDB01256
met279	53791.85	134012.19	NA	NA	35694.93	75577.42	31261.37	49197.5	191352.86	28136.34	37982.76	16083.16	NA	129997.33	115272.66	22834.72	NA	126641.97	NA	NA	NA	35222.17	NA	NA	NA	NA	580444.39	NA	23412.52	NA	302028.86	171981.65	NA	NA	16809.13	NA	63569.01	148579.56	44040.58	91408.95	127819.83	133542.91	NA	438595.66	28808.01	sphingosine	Lipid	Sphingolipid	17747	LC/MS pos	C00319	HMDB00252
met280	5455025	24414831	8326025	11939445	10184212	9710491	7983110	7023123	9810445	14495344	8499714	9796877	7823376	15420454	6750383	8775088	6814544	5662128	6455776	9715675	7325570	10135488	10154800	6900130	10004476	10882215	12026889	6829584	16665704	9822658	18200062	12144879	13057764	9560171	8799625	10675861	10154800	8690754	10125389	8743806	8266951	10582663	8923498	10016368	17115208	stearate (18:0)	Lipid	Long chain fatty acid	1358	LC/MS neg	C01530	HMDB00827
met281	56544.13	70886.3	209415.99	184588.52	254275.96	128453.66	182270.75	26649.95	34123.55	203526.36	185911.38	252934.19	102189.35	NA	131388.32	143194.57	220563.47	58352.05	81975.29	231947.04	106569.19	164284.63	288775.27	233377.55	178332.98	NA	NA	98053.12	165625.62	124512.26	84691.15	119791.55	157075.29	30851.16	172956.82	61323.11	83334.07	24116.52	110640.13	72546.29	212607.76	76841.06	90609.35	136627.18	NA	stearoyl sphingomyelin	Lipid	Sphingolipid	19503	GC/MS	C00550	HMDB01348
met282	NA	68220.98	16839.02	NA	181263.45	23994.45	114805.53	31771.45	172972.54	10116.71	172972.54	39211.89	NA	236578.66	1031754.14	164028.31	31030.71	804409.21	NA	25493.69	58686.69	56706.2	41912.72	18334	52927.72	NA	668583.49	NA	280038.57	NA	7502339.46	1054712.01	NA	NA	44037.51	27174.78	435107.46	925825.86	17476.88	248262.51	86744.87	69953.66	NA	328046.02	11436.32	stearoylcarnitine	Lipid	Carnitine metabolism	34409	LC/MS pos	NA	HMDB00848
met283	14046.73	19212.02	274493.36	108746.38	112412.6	149939.63	473893.55	254219.15	281586	NA	373747.24	271184.27	262258.44	49161.69	212774.37	294239.47	158101.58	162174.86	340155.69	219837.23	335375.65	306907.48	701042.34	432291.13	378653.06	283918.17	414716.32	316316.73	279253.83	215756.48	95258.71	386729.98	397713.22	551255.64	222724.74	278781.71	417321.29	36589.23	457564.79	249827.25	205225.9	455294.26	404698.2	162863.38	350142.24	succinate	Energy	Krebs cycle	1437	GC/MS	C00042	HMDB00254
met284	NA	96625.02	42993.9	69968.05	22593.81	54202.11	108051.89	89810.61	83955.73	30212.41	60548.76	29620.28	122666.91	NA	46021.28	98492.63	112072.38	66495.36	197587.22	76196.24	58104.96	79101.72	100204.62	73979.62	133395.61	70129.16	78616.96	74164.49	62835.15	72387.09	174141.71	113291.19	47649.77	137095.08	102196.21	206434.99	174562.14	19252.46	98492.63	52508.94	84584.4	214095.7	184738.15	75690.08	164860.15	succinylcarnitine	Energy	Krebs cycle	37058	LC/MS pos	NA	NA
met285	56663.76	59575.41	648145.35	338845.67	500161.72	959783.49	419230.09	259264.71	324729.07	154176.24	468472.05	1314350.47	500009.44	92676.53	335289.17	335289.17	352418.07	247893.79	418049.72	553360.91	476035.74	345259.02	530550.64	639811.65	389455.62	300688.63	231762.11	350918.54	547285.02	252745.57	200537.5	319394.86	397030.88	163965.38	452998.05	775593.62	404612.62	36326.78	435660.22	478450.03	694418.83	373998.62	409587.92	77260.25	150514.91	taurine	Amino acid	Cysteine, methionine, SAM, taurine metabolism	2125	GC/MS	C00245	HMDB00251
met286	NA	NA	41009.57	NA	47230.66	77898.5	40817.08	46546.87	27723.7	NA	45492.2	NA	36453.59	NA	NA	85581.33	37173.56	NA	36754.53	NA	111526.39	124865.54	36384.29	25170.43	98917.98	NA	28037.52	42298.53	115733.22	182543.93	NA	62039.37	NA	NA	33750.37	20789.33	143923.96	NA	28157.89	126921.16	NA	50818.21	65349.64	NA	37177.39	theobromine	Xenobiotics	Xanthine metabolism	18392	LC/MS pos	C07480	HMDB02825
met287	326013.29	3035732.42	3015709.4	2391790.59	1695560.56	1671677.97	2866546.28	2122711.23	3389315.93	5680525.06	2390967.64	3091644.41	3527271.95	2228605.06	3686431.17	4149661.54	1645790.89	1072395.89	3035732.42	3467778.17	1641284.32	2421351.97	2595609.59	2692876.84	3369772.81	2144648.95	3233047.26	3508199.61	3489094.51	1554591.31	1306514.93	4403518.47	3400205.04	4504740.3	2942741.36	4677085.41	4246407.05	551727	2825009.4	3580948.59	2026104.12	3426811.08	3100066.37	1022276.4	4050520.91	threonine	Amino acid	Glycine, serine and threonine metabolism	1284	GC/MS	C00188	HMDB00167
met288	NA	53175.9	NA	NA	NA	NA	NA	NA	NA	NA	14034.16	NA	NA	NA	NA	NA	NA	NA	NA	19788.78	NA	NA	27205.83	NA	19174.26	NA	NA	NA	NA	NA	NA	NA	22497.8	14195.34	NA	14584.94	NA	NA	NA	NA	NA	25721.44	16475.07	NA	20900.64	threonylphenylalanine	Peptide	Dipeptide	31530	LC/MS pos	NA	NA
met289	16444.26	92305.67	33519.27	29957.66	NA	NA	31496.85	46656.44	46083.28	29097.81	22779.07	24400.21	45291.57	38155.38	37117.32	61526.42	24430.39	45272.85	67579.16	17753.71	40492.59	31796.8	55414.96	40244.49	46636.91	47705.37	21835.24	18749.3	43463.68	16570.27	44774.06	56201.72	44394.2	55294.12	71445.15	34625.5	71431.27	19739.08	36804.72	NA	48635.73	98775.48	85226.58	36080.95	111953.33	tiglyl carnitine	Amino acid	Valine, leucine and isoleucine metabolism	35428	LC/MS pos	NA	HMDB02366
met290	35198.55	119199.98	242301.67	208448.35	133034.99	233815.25	187306.55	205359.91	238587.5	220677.51	281301.84	156319.36	205203.42	181946.64	415775.07	371613.74	NA	NA	896479	300854.81	348825.95	181030.22	229112.97	252266.9	324155.96	221485.17	540296.18	215508.99	448747.54	181085.49	44875.5	246961.94	234873.33	330647.65	265030.94	200320.87	135243.39	NA	124483.06	207463.63	364829.5	432983.11	661261.34	98988.93	380611.77	trans-4-hydroxyproline	Amino acid	Urea cycle; arginine-, proline-, metabolism	1366	GC/MS	C01157	HMDB00725
met291	63461.94	468753.95	182995.57	150757.68	339275.12	80144.18	165364.99	86694.38	110138.15	260395.32	303475.75	304377.15	118144.29	229718.52	261067.09	794896.31	103174.86	444764.01	308712.84	195549.61	45821.83	191503.52	308819.15	173346.89	60603.98	93294.31	88522.02	146348.89	23118.88	191503.52	313668.98	1003672.15	222580.14	148531.45	81782.47	135211.49	146813.16	231707.13	396570.1	214975.67	209024.91	74101.02	315073.63	213280.97	315183.76	triethyleneglycol	Xenobiotics	Chemical	27743	LC/MS pos	NA	NA
met292	235750.99	1326519.66	1360056.16	1800345.08	1747749.19	1077233.44	1897670.47	1451025.56	2194829.03	4986002.48	1572217.31	1567365.38	1637126.59	1558720.38	1389658.5	2292274.04	1134373.96	1091310.94	1619854.55	1430429.71	1383510.24	1789821.05	2056811.7	1479489.5	1723868.8	1484768.85	2410985.88	1745508.38	2032288.85	1328815.2	767608.21	3209238.94	1922885.99	2856982.62	1875944.82	1753384.62	2483851.23	423919.15	1459524.7	1743267.56	1439358.3	2285238.57	1642209.79	651227.9	2264478.06	tryptophan	Amino acid	Tryptophan metabolism	54	LC/MS pos	C00078	HMDB00929
met293	NA	93974.16	105260.91	38622.31	213781.11	53565.01	134212.69	138301.34	240718.61	39274.67	201218.13	104738.48	74498.08	38790.6	68395.08	315676.75	267771.41	43387.43	132613.3	163275.74	66800	165356.96	161739.39	169361.44	189816.88	290793.15	191590.83	328303.05	133468.38	NA	126468.59	250655.29	148167.48	82211.79	282317.46	141517.31	362081.52	47969.65	301160.4	27989.89	168322.77	190329.78	503152.3	NA	130313.08	tryptophan betaine	Amino acid	Tryptophan metabolism	37097	LC/MS pos	C09213	NA
met294	610658.7	2831639	1826415.8	3343521.9	2106453.5	1856028	2031129.5	2206289.8	2625950.1	8328726.5	2036771.4	2022965.1	2608075.7	2912547.9	1816826.3	3342958	1197768.9	1521165.7	2177764.1	2079161.1	1568677.9	1955760	2400081.6	1648132.2	2411481.7	2135948.8	2332356.4	2204073.8	2208113.7	1677998.5	1263092.8	3997082.4	2400081.6	4054183	2655741.6	2395592.8	3356391	580462.4	1936865.5	2424699.7	1773374.8	3199000	2563441.7	953885.6	3729527.2	tyrosine	Amino acid	Phenylalanine & tyrosine metabolism	1299	LC/MS pos	C00082	HMDB00158
met295	23092.66	54207.24	100555.96	43899.04	72356.28	58460.8	84619.47	74591.1	104485.31	NA	94127.92	83748.28	125345.88	18562.04	102847.33	125660.4	46633.93	90846.94	157007.01	109357.81	73446.12	76370.53	91725.31	142649.9	204339.21	157605.44	218725.03	297612.53	108976.66	87109.27	199732.58	79449.28	137694.68	253320.12	132411.39	321868.13	311538.71	69323.86	136524.87	70399.3	56232.44	194887	205570.17	117600.98	245713.68	UDP-N-acetylglucosamine	Carbohydrate	Nucleotide sugars, pentose metabolism	35162	LC/MS neg	C00043	HMDB00290
met296	101595.4	616931.86	265714.38	98784.2	295179.58	31848.12	342868.9	125402.38	239251.52	606080.96	99104.44	150098.77	101041.15	300302.01	150234.57	601232.85	73025.05	124222.87	148784.14	234980.82	97601.28	232403.98	699018.56	151108.51	215109.57	254652.43	233294.71	75739.27	506024.78	198149.3	196665.47	1192439.53	198301.24	756727.5	223736.99	214974.53	506917.38	114202.73	224937	391045.91	119033.01	699336.6	187528.54	137322.47	653103.62	uracil	Nucleotide	Pyrimidine metabolism, uracil containing	605	GC/MS	C00106	HMDB00300
met297	41129.94	34149.24	153286.68	83719.98	232350.6	130100.32	180518.21	303106.37	211050.13	94182.86	130713.66	129486.98	107137.62	32922.53	191988.37	198779.92	320558.28	121253.65	103600.28	124809.32	170811.2	251729.99	153535.6	86960.85	64723.45	225352.15	147283.29	84371.82	209539.34	155581.61	NA	165107.24	138693.81	118672.89	153280.45	115682.6	159580.14	NA	252154.09	160556.4	212389.94	111098.72	133555.28	24156.97	64682.54	urate	Nucleotide	Purine metabolism, urate metabolism	1604	LC/MS neg	C00366	HMDB00289
met298	521985.73	412392.07	18672089.98	3085012.79	5426656.58	18505428.9	11667533.5	10255996.09	12268660.5	3685582.24	8688608.36	5321883.52	14176227.82	1169936.94	4979091.37	10551411.02	10023404.63	4078834.64	9771246.64	14936513.86	17073460.71	11354286.92	17091895.23	8387007.81	13329437.59	19486261.63	11398251.4	4547002.53	22344713.54	12280002.12	162355.27	9941212.91	5492265.19	17374409.45	28072286.36	8927272.73	14463236.69	230278.76	8883520.23	5186330.85	9521235.68	9565393.15	14941438.75	344511.22	3764036.38	urea	Amino acid	Urea cycle; arginine-, proline-, metabolism	1670	GC/MS	C00086	HMDB00294
met299	490726.5	583407.9	574099.2	1015831.8	667680.9	496609.8	634298.9	778918.4	952785	648065.1	933747.3	1037965.1	1002338.2	733555.6	895590.6	799033.4	776276.2	900579.3	1107373	767944.7	917634.6	742884.1	744279.2	1069188.7	1073680.4	1044809.9	1104186	1167079.3	1165644	797374	860181.4	1271314.4	1139671.9	1827570.8	1038992	1143123.7	1284991.2	359841.5	1033959.4	1054550.1	890649.4	1541179.2	1320464.5	740761.8	1524529.2	uridine	Nucleotide	Pyrimidine metabolism, uracil containing	606	LC/MS neg	C00299	HMDB00296
met300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	uridine 5'-diphosphate (UDP)	Nucleotide	Pyrimidine metabolism, uracil containing	5345	LC/MS pos	C00015	HMDB00295
met301	NA	47947.575	NA	NA	NA	61734.422	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17733.872	NA	NA	NA	NA	NA	NA	NA	19834.581	19785.673	NA	NA	15216.552	NA	NA	NA	NA	NA	8799.235	NA	NA	20579.922	NA	NA	NA	uridine 5'-monophosphate (UMP)	Nucleotide	Pyrimidine metabolism, uracil containing	2856	LC/MS pos	C00105	HMDB00288
met302	NA	NA	NA	NA	NA	NA	17907.66	NA	45623.41	NA	18283.76	16258.5	21607.86	NA	NA	NA	NA	NA	NA	22410.14	NA	22864.56	28670.02	18141.86	34711.81	NA	NA	NA	26724.2	21969.82	NA	21689.49	27288.06	33979.16	NA	NA	66990.51	NA	NA	NA	NA	35537.1	NA	18645.34	NA	valerylcarnitine	Lipid	Fatty acid metabolism	34406	LC/MS pos	NA	HMDB13128
met303	668683.81	2964564.44	2886767.36	3444246.53	3650206.38	2556894.52	3074154.96	3581259.2	4472175.37	9221818.92	3081578.26	3305664.36	3217358.51	2573484.11	2295586.84	3829581.35	1976003.84	2298290.79	3193550.41	2540857.46	3502014.74	3305922.36	3669920.81	2994340.14	3406163.41	3537803.91	3450002.97	2828214.36	4047341.15	3220465.26	1262831.52	5461845.9	3315007.74	5190665.38	4201189.58	3491230.06	4921062.7	649919.05	2505445.87	3058298.52	3344032.35	4309950.99	3596040.08	1351270.76	3228791.35	valine	Amino acid	Valine, leucine and isoleucine metabolism	1649	LC/MS pos	C00183	HMDB00883
met304	7511.691	62198.833	95281.396	71699.579	56901.004	NA	56917.134	34176.254	111229.88	77265.009	48617.509	31252.59	21632.521	68501.389	55871.195	163884.826	NA	41808.067	43043.033	37081.87	NA	72497.473	204367.88	43748.976	272540.293	150473.448	248343.544	NA	70386.555	43113.923	205660.76	142580.266	148192.242	81271.538	57728.104	27728.308	354417.141	54861.535	70386.555	290250.739	NA	55286.909	70045.291	20132.041	318390.782	xanthine	Nucleotide	Purine metabolism, (hypo)xanthine/inosine containing	3147	GC/MS	C00385	HMDB00292
met305	NA	37833.56	NA	30715.06	41132.97	NA	45393.19	NA	20523.35	NA	NA	NA	NA	47101.12	NA	32801.87	NA	NA	NA	12067.02	NA	24806.63	36626.43	NA	33730.44	NA	16223.13	17035.34	44797.25	NA	12766.22	109063.97	NA	29102.71	42548.85	27992.41	30178.57	16967.63	NA	18915.63	NA	43586	18138.85	NA	26174.49	xanthosine	Nucleotide	Purine metabolism, (hypo)xanthine/inosine containing	15136	LC/MS pos	C01762	HMDB00299
met306	NA	28632.4	84004.28	64593.5	11217.42	NA	43727.21	28206.99	90447.32	NA	134486.98	183916.34	NA	50137.16	73451.25	131480.16	NA	26570.37	147423.91	63722.24	32442.74	45493.97	18238.1	123383.05	161396.29	144285.04	98986.82	57581.23	84090.26	NA	63560.76	87691.03	107881.55	65280.2	101526.29	101176.72	162674.03	NA	162099.99	78435.9	48322.72	196293.23	144131.3	56753.51	228602.71	xylitol	Carbohydrate	Nucleotide sugars, pentose metabolism	4966	GC/MS	C00379	HMDB00568
